filename,label
r03_c2.png,07:56
r03_c3.png,12:31
r03_c4.png,13:56
r03_c5.png,13:35
r04_c2.png,07:55
r04_c3.png,12:31
r04_c4.png,13:57
r04_c5.png,18:34
r05_c2.png,07:58
r05_c3.png,12:31
r05_c4.png,13:51
r05_c5.png,18:33
r06_c2.png,07:26
r06_c3.png,12:32
r06_c4.png,13:57
r06_c5.png,17:38
r07_c2.png,07:55
r07_c3.png,12:31
r07_c4.png,13:59
r07_c5.png,18:38
r08_c2.png,07:28
r08_c3.png,11:32
r10_c2.png,07:57
r10_c3.png,12:32
r10_c4.png,13:59
r10_c5.png,18:38
r11_c2.png,07:55
r11_c3.png,12:33
r11_c4.png,13:59
r11_c5.png,18:34
r12_c2.png,07:57
r12_c3.png,12:38
r12_c4.png,13:59
r12_c5.png,18:38
r13_c2.png,07:59
r13_c3.png,11:03
r14_c2.png,07:58
r14_c3.png,12:34
r14_c4.png,14:01
r14_c5.png,18:38
r15_c2.png,07:27
r15_c3.png,11:34
r17_c2.png,07:59
cartellini_202512_001_r00_c1.png,09:08
cartellini_202512_001_r00_c4.png,19:30
cartellini_202512_001_r01_c1.png,09:04
cartellini_202512_001_r01_c4.png,16:06
cartellini_202512_001_r02_c1.png,09:08
cartellini_202512_001_r02_c4.png,16:34
cartellini_202512_001_r03_c1.png,08:28
cartellini_202512_001_r03_c4.png,19:33
cartellini_202512_001_r04_c1.png,09:12
cartellini_202512_001_r04_c4.png,18:07
cartellini_202512_001_r08_c1.png,08:37
cartellini_202512_001_r08_c4.png,19:37
cartellini_202512_001_r09_c1.png,09:06
cartellini_202512_001_r09_c4.png,19:46
cartellini_202512_001_r10_c1.png,08:38
cartellini_202512_001_r10_c2.png,12:41
cartellini_202512_001_r10_c3.png,13:47
cartellini_202512_001_r10_c4.png,18:39
cartellini_202512_001_r11_c1.png,08:33
cartellini_202512_001_r11_c2.png,13:10
cartellini_202512_001_r11_c3.png,13:58
cartellini_202512_001_r11_c4.png,18:48
cartellini_202512_001_r14_c1.png,09:30
cartellini_202512_001_r14_c2.png,13:10
cartellini_202512_001_r14_c3.png,13:51
cartellini_202512_001_r14_c4.png,19:54
cartellini_202512_001_r15_c1.png,09:16
cartellini_202512_001_r15_c2.png,13:21
cartellini_202512_001_r15_c3.png,13:38
cartellini_202512_001_r15_c4.png,18:50
cartellini_202512_001_r16_c1.png,09:14
cartellini_202512_001_r17_c1.png,08:39
cartellini_202512_001_r17_c2.png,13:15
cartellini_202512_001_r17_c3.png,13:31
cartellini_202512_002_r00_c1.png,07:59
cartellini_202512_002_r00_c2.png,13:01
cartellini_202512_002_r00_c3.png,13:30
cartellini_202512_002_r00_c4.png,19:03
cartellini_202512_002_r01_c1.png,07:33
cartellini_202512_002_r01_c2.png,12:33
cartellini_202512_002_r01_c3.png,13:58
cartellini_202512_002_r01_c4.png,18:33
cartellini_202512_002_r02_c1.png,08:01
cartellini_202512_002_r02_c2.png,12:32
cartellini_202512_002_r02_c3.png,13:58
cartellini_202512_002_r02_c4.png,18:34
cartellini_202512_002_r03_c1.png,08:48
cartellini_202512_002_r03_c2.png,12:38
cartellini_202512_002_r03_c3.png,13:58
cartellini_202512_002_r03_c4.png,18:04
cartellini_202512_002_r04_c1.png,07:57
cartellini_202512_002_r04_c2.png,12:38
cartellini_202512_002_r04_c3.png,13:58
cartellini_202512_002_r04_c4.png,18:02
cartellini_202512_002_r08_c1.png,07:57
cartellini_202512_002_r08_c2.png,12:32
cartellini_202512_002_r08_c3.png,14:00
cartellini_202512_002_r08_c4.png,18:39
cartellini_202512_002_r09_c1.png,07:30
cartellini_202512_002_r09_c2.png,12:38
cartellini_202512_002_r09_c3.png,14:00
cartellini_202512_002_r09_c4.png,18:35
cartellini_202512_002_r10_c1.png,07:58
cartellini_202512_002_r10_c2.png,12:32
cartellini_202512_002_r10_c3.png,13:53
cartellini_202512_002_r10_c4.png,18:08
cartellini_202512_002_r11_c1.png,07:56
cartellini_202512_002_r11_c2.png,12:32
cartellini_202512_002_r11_c3.png,13:58
cartellini_202512_002_r11_c4.png,18:02
cartellini_202512_002_r12_c1.png,07:33
cartellini_202512_002_r12_c2.png,12:07
cartellini_202512_002_r14_c1.png,09:01
cartellini_202512_002_r14_c2.png,12:34
cartellini_202512_002_r14_c3.png,14:00
cartellini_202512_002_r14_c4.png,18:06
cartellini_202512_002_r15_c1.png,07:58
cartellini_202512_002_r15_c2.png,12:33
cartellini_202512_002_r15_c3.png,13:56
cartellini_202512_002_r15_c4.png,18:08
cartellini_202512_002_r16_c1.png,08:00
cartellini_202512_002_r16_c2.png,13:00
cartellini_202512_002_r16_c3.png,14:28
cartellini_202512_002_r16_c4.png,18:04
cartellini_202512_003_r00_c1.png,08:31
cartellini_202512_003_r00_c2.png,12:43
cartellini_202512_003_r00_c3.png,14:00
cartellini_202512_003_r00_c4.png,18:15
cartellini_202512_003_r01_c1.png,08:30
cartellini_202512_003_r01_c2.png,12:42
cartellini_202512_003_r01_c3.png,14:10
cartellini_202512_003_r01_c4.png,18:17
cartellini_202512_003_r02_c1.png,08:29
cartellini_202512_003_r02_c2.png,12:41
cartellini_202512_003_r02_c3.png,14:05
cartellini_202512_003_r02_c4.png,18:29
cartellini_202512_003_r03_c1.png,08:38
cartellini_202512_003_r03_c2.png,12:43
cartellini_202512_003_r03_c3.png,14:05
cartellini_202512_003_r03_c4.png,18:31
cartellini_202512_003_r04_c1.png,08:28
cartellini_202512_003_r04_c2.png,12:42
cartellini_202512_003_r04_c3.png,14:08
cartellini_202512_003_r04_c4.png,18:04
cartellini_202512_003_r08_c1.png,08:26
cartellini_202512_003_r08_c2.png,12:45
cartellini_202512_003_r08_c3.png,14:07
cartellini_202512_003_r08_c4.png,18:28
cartellini_202512_003_r09_c1.png,09:34
cartellini_202512_003_r09_c2.png,12:44
cartellini_202512_003_r09_c3.png,14:13
cartellini_202512_003_r09_c4.png,18:17
cartellini_202512_003_r10_c1.png,08:30
cartellini_202512_003_r10_c2.png,12:44
cartellini_202512_003_r10_c3.png,14:11
cartellini_202512_003_r10_c4.png,18:11
cartellini_202512_003_r11_c1.png,08:29
cartellini_202512_003_r11_c2.png,12:41
cartellini_202512_003_r11_c3.png,14:05
cartellini_202512_003_r11_c4.png,18:15
cartellini_202512_003_r14_c1.png,08:36
cartellini_202512_001_r16_c4.png,19:05
cartellini_202512_003_r14_c2.png,12:49
cartellini_202512_003_r14_c4.png,19:26
cartellini_202512_003_r15_c1.png,08:28
cartellini_202512_003_r15_c3.png,14:06
cartellini_202512_003_r15_c4.png,18:10
cartellini_202512_003_r16_c1.png,08:48
cartellini_202512_003_r16_c2.png,12:44
cartellini_202512_003_r16_c3.png,14:00
cartellini_202512_003_r16_c4.png,18:07
cartellini_202512_003_r17_c1.png,08:35
cartellini_202512_003_r17_c2.png,12:44
cartellini_202512_003_r17_c3.png,14:13
cartellini_202512_004_r00_c1.png,08:31
cartellini_202512_004_r00_c2.png,12:40
cartellini_202512_004_r00_c3.png,13:56
cartellini_202512_004_r00_c4.png,18:06
cartellini_202512_004_r01_c1.png,08:24
cartellini_202512_004_r01_c2.png,12:36
cartellini_202512_004_r01_c3.png,13:50
cartellini_202512_004_r01_c4.png,18:27
cartellini_202512_004_r02_c1.png,08:38
cartellini_202512_004_r02_c2.png,11:23
cartellini_202512_004_r02_c3.png,13:58
cartellini_202512_004_r02_c4.png,18:09
cartellini_202512_004_r03_c1.png,08:32
cartellini_202512_004_r03_c2.png,12:41
cartellini_202512_004_r03_c3.png,13:51
cartellini_202512_004_r03_c4.png,18:00
cartellini_202512_004_r04_c1.png,08:31
cartellini_202512_004_r04_c2.png,12:36
cartellini_202512_004_r04_c3.png,13:54
cartellini_202512_004_r04_c4.png,18:01
cartellini_202512_004_r08_c1.png,08:26
cartellini_202512_004_r08_c2.png,12:37
cartellini_202512_004_r08_c3.png,13:55
cartellini_202512_004_r08_c4.png,18:07
cartellini_202512_004_r09_c1.png,08:28
cartellini_202512_004_r09_c2.png,12:48
cartellini_202512_004_r09_c3.png,13:58
cartellini_202512_004_r09_c4.png,18:17
cartellini_202512_004_r10_c1.png,08:24
cartellini_202512_004_r10_c2.png,12:40
cartellini_202512_004_r10_c3.png,13:52
cartellini_202512_004_r10_c4.png,18:04
cartellini_202512_004_r11_c1.png,08:27
cartellini_202512_004_r11_c2.png,12:36
cartellini_202512_004_r11_c3.png,13:55
cartellini_202512_004_r11_c4.png,18:04
cartellini_202512_004_r14_c1.png,08:29
cartellini_202512_004_r14_c2.png,12:40
cartellini_202512_004_r14_c3.png,13:54
cartellini_202512_004_r14_c4.png,18:06
cartellini_202512_004_r15_c1.png,08:27
cartellini_202512_004_r15_c2.png,12:36
cartellini_202512_004_r15_c3.png,13:54
cartellini_202512_004_r15_c4.png,18:22
cartellini_202512_004_r16_c1.png,08:34
cartellini_202512_004_r16_c2.png,12:37
cartellini_202512_004_r16_c3.png,13:57
cartellini_202512_004_r16_c4.png,18:04
cartellini_202512_004_r17_c1.png,08:29
cartellini_202512_004_r17_c2.png,12:14
cartellini_202512_004_r17_c3.png,13:27
cartellini_202512_005_r00_c1.png,08:39
cartellini_202512_005_r00_c2.png,12:43
cartellini_202512_005_r00_c3.png,14:00
cartellini_202512_005_r00_c4.png,18:35
cartellini_202512_005_r01_c1.png,08:33
cartellini_202512_005_r01_c2.png,12:42
cartellini_202512_005_r01_c3.png,14:10
cartellini_202512_005_r01_c4.png,18:15
cartellini_202512_005_r02_c1.png,08:42
cartellini_202512_005_r02_c2.png,12:41
cartellini_202512_005_r02_c3.png,14:05
cartellini_202512_005_r02_c4.png,18:13
cartellini_202512_005_r03_c1.png,08:40
cartellini_202512_005_r03_c2.png,12:43
cartellini_202512_005_r03_c3.png,14:05
cartellini_202512_005_r03_c4.png,18:18
cartellini_202512_005_r04_c1.png,08:35
cartellini_202512_005_r04_c2.png,12:42
cartellini_202512_005_r04_c3.png,14:09
cartellini_202512_005_r04_c4.png,18:06
cartellini_202512_005_r08_c1.png,08:45
cartellini_202512_005_r08_c2.png,12:45
cartellini_202512_005_r08_c3.png,14:07
cartellini_202512_005_r08_c4.png,18:14
cartellini_202512_005_r09_c1.png,08:41
cartellini_202512_005_r09_c2.png,12:44
cartellini_202512_005_r09_c3.png,14:13
cartellini_202512_005_r09_c4.png,18:36
cartellini_202512_005_r10_c1.png,08:36
cartellini_202512_005_r10_c2.png,12:44
cartellini_202512_005_r10_c3.png,14:11
cartellini_202512_005_r10_c4.png,18:16
cartellini_202512_005_r11_c1.png,08:39
cartellini_202512_005_r11_c2.png,12:41
cartellini_202512_005_r11_c3.png,14:05
cartellini_202512_005_r11_c4.png,18:19
cartellini_202512_005_r14_c2.png,12:42
cartellini_202512_005_r14_c3.png,14:01
cartellini_202512_005_r14_c4.png,18:14
cartellini_202512_005_r15_c1.png,08:36
cartellini_202512_005_r15_c2.png,12:40
cartellini_202512_005_r15_c3.png,14:03
